people NNS O
names RB O
more RBR O
than IN O
anyone NN O
and CC O
he PRP O
was VBD O
sent VBN O
by IN O
God NNP O

Celebrate NNP O
@ NNP O
RuPaul NNP O
receiving VBG O
a DT O
Star NN O
on IN O
the DT O
Hollywood NNP O
Walk NNP O
of IN O
Fame NNP O
with IN O
a DT O
Chocolate NNP O
RuPaul NNP O
Walk NNP O
of IN O
Fame NNP O
Star NNP O
! . O
Now RB O
available JJ O
at IN O
the DT O
RuPaul NNP O
Pop-Up NNP O
Shop NNP O
and CC O
online NN O
! . O
International NNP O
Shipping VBG O
! . O
https NN O
: : O
//www NN O
. . O
sweetlosangeles.com/pop-ups/rupaul/ JJ O
pic.twitter.com/mLlLzokTZm NN O

RuPaul NNP O
Honored NNP O
With IN O
Star NNP O
On IN O
The DT O
Hollywood NNP O
Walk NNP O
Of IN O
Fame NNP O
https NN O
: : O
// NN O
fb.me/1PiKT4fNw NN O

We PRP O
do VBP O
not RB O
speak VB O
of IN O
Jaws NNP O
4 CD O
when WRB O
talking VBG O
about IN O
Steven NNP O
Spielberg NNP O
's POS O
legacy NN O
@ FW O
robbiebarstool NN O
does VBZ O
the DT O
Hollywood NNP O
Walk NNP O
of IN O
Fame NNP O
→ NNP O
full JJ O
video NN O
: : O
https NN O
: : O
// JJ O
bars.tl/wDpJErW0pL NN O
pic.twitter.com/5F1ApbzzfT NN O

Yeah NN O
I PRP O
Have VBP O
An DT O
Apartment NN O
On IN O
Vine NNP O
Street NNP O
Where NNP O
@ NNP O
MarkDohner NNP O
@ NNP O
LoganPaul NNP O
@ NNP O
AlissaViolet NNP O
@ NNP O
jakepaul NN O
@ NNP O
KingBach NNP O
@ NNP O
AmandaCerny NNP O
And CC O
most JJS O
of IN O
the DT O
viners NNS O
lived VBD O
on IN O
Vine NNP O
Street NNP O
Same NNP O
Building NNP O
Right NNP O
By IN O
Hollywood NNP O
Walk NNP O
Of IN O
Fame NNP O

Retweeted VBN O
NME NNP O
( ( O
@ NNP O
NME NNP O
) ) O
: : O
RuPaul NNP O
becomes VBZ O
first RB O
drag JJ O
icon NN O
to TO O
get VB O
a DT O
star NN O
on IN O
the DT O
Hollywood NNP O
Walk NNP O
Of IN O
Fame NNP O
... : O
https NN O
: : O
// NN O
fb.me/8pH8eVGc8 NN O

# # O
TelegraphNews NNP O
Emotional NNP O
RuPaul NNP O
makes VBZ O
history NN O
with IN O
Hollywood NNP O
Walk NNP O
of IN O
Fame NNP O
star NN O
https NN O
: : O
// NN O
goo.gl/1HnYck NN O

ART NNP O
& CC O
MUSIC NNP O
Kermit NNP O
the DT O
Frog NNP O
- : O
Hollywood NNP O
Walk NNP O
of IN O
Fame NNP O
November NNP O
14 CD O
, , O
2002 CD O
It PRP O
's VBZ O
Not RB O
Easy NNP O
Being NNP O
Green NNP O
'' '' O
I PRP O
think VBP O
we PRP O
have VBP O
at IN O
least JJS O
six CD O
Kermit NNP O
stuffed VBD O
animals NNS O
我が家には最低六つのカーミット NNP O
ぬいぐるみがいます NNP O
# # O
art NN O
@ NNP O
wofstargirl NN O
@ NNP O
hensoncompany NN O
@ NNP O
TheMuppets NNP O
pic.twitter.com/oGFTEhGdBh NN O
'' '' O

RuPaul NNP O
becomes VBZ O
first RB O
drag JJ O
icon NN O
to TO O
get VB O
a DT O
star NN O
on IN O
the DT O
Hollywood NNP O
Walk NNP O
Of IN O
Fame NNP O
http NN O
: : O
// JJ O
fal.cn/4xoI NN O
pic.twitter.com/imsw3XYwpU NN O

This DT O
is VBZ O
one CD O
clip NN O
that IN O
100 CD O
% NN O
should MD O
have VB O
stayed VBN O
in IN O
# # O
TheLastJedi NNP O
. . O
@ VB O
HamillHimself NNP O
deserves VBZ O
a DT O
bloody JJ O
Oscar NN O
... : O
though IN O
I PRP O
guess VBP O
a DT O
star NN O
on IN O
the DT O
Hollywood NNP O
Walk NNP O
of IN O
Fame NNP O
will MD O
do VB O
, , O
for IN O
now RB O
https VBZ O
: : O
//www NN O
. . O
youtube.com/watch VB O
? . O
v=RHt00E FW O
8gVaA CD O
… NN O

Do VB O
you PRP O
realize VB O
that IN O
you PRP O
are VBP O
supporting VBG O
a DT O
TV NN O
game NN O
show NN O
host NN O
who WP O
has VBZ O
a DT O
star NN O
on IN O
the DT O
Hollywood NNP O
Walk NNP O
of IN O
Fame NNP O
? . O
! . O
He PRP O
is VBZ O
a DT O
Celebrity NN O
! . O
# # O
idiot NN O

Hollywood NNP O
Walk NNP O
of IN O
Fame NNP O
( ( O
Los NNP O
Angeles NNP O
California NNP O
) ) O
by IN O
@ NNP O
jojers20 NN O
[ NNP O
Enjoy NNP O
+images NNP O
& CC O
videos NNS O
at IN O
http NN O
: : O
// JJ O
CaliforniaFeelings.com NNP O
] NNP O
| VBZ O
The DT O
Best NNP O
Photos NNP O
and CC O
Videos NNP O
of IN O
California NNP O
, , O
The DT O
Golden NNP O
State NNP O
. . O
# # O
California NNP O
# # O
CaliforniaFeelings NNS O
pic.twitter.com/FA9PWRZhky NN O

I PRP O
met VBD O
Clint NNP O
Eastwood NNP O
when WRB O
Jim NNP O
Carey NNP O
was VBD O
putting VBG O
his PRP$ O
hand NN O
in IN O
concrete NN O
for IN O
Hollywood NNP O
Walk NNP O
of IN O
Fame NNP O
. . O
My PRP$ O
stupid JJ O
comment NN O
“ NN O
you PRP O
sound VBP O
just RB O
like IN O
Clint NNP O
Eastwood NNP O
” NN O

@ JJ O
THEbitchiestgay NNP O
RuPaul NNP O
's POS O
Walk NNP O
of IN O
Fame NNP O
star NN O
unveiled VBD O
in IN O
Hollywood NNP O
http NN O
: : O
// JJ O
abc13.com/3225333/ NN O
via IN O
@ NNP O
ABC13Houston NNP O

• JJ O
Vogue NNP O
: : O
RuPaul NN O
is VBZ O
the DT O
newest JJ O
member NN O
of IN O
the DT O
Hollywood NNP O
Walk NNP O
of IN O
Fame NNP O
, , O
and CC O
the DT O
first JJ O
drag… NN O
https NN O
: : O
// NN O
goo.gl/fb/qAML2r NN O

Robbie NNP O
Fox NNP O
Does VBZ O
The DT O
Hollywood NNP O
Walk NNP O
Of IN O
Fame NNP O
https NN O
: : O
// JJ O
bars.tl/wDpJErW0pL NN O
pic.twitter.com/Wmd3caZLa1 NN O

NEW NNP O
VIDEO NNP O
ALERT NNP O
Robbie NNP O
Fox NNP O
Does VBZ O
The DT O
Hollywood NNP O
Walk NNP O
Of IN O
Fame NNP O
FULL NNP O
VIDEO NNP O
https NN O
: : O
// JJ O
bars.tl/wDpJErW0pL NN O
pic.twitter.com/urFdOgunHM NN O

RuPaul NNP O
is VBZ O
the DT O
first JJ O
drag NN O
queen NN O
to TO O
get VB O
a DT O
Hollywood NNP O
star NN O
. . O
Sissy NNP O
that IN O
Walk NNP O
of IN O
Fame NNP O
. . O
http NN O
: : O
// JJ O
bbc.in/2Iyboi6 NN O
pic.twitter.com/hWb1XmQSVL NN O

Today NN O
is VBZ O
my PRP$ O
birthday NN O
. . O
Wondering VBG O
if IN O
you PRP O
would MD O
help VB O
restore/honor VB O
my PRP$ O
Great NNP O
Uncle NNP O
Paul NNP O
Bern NNP O
, , O
he PRP O
was VBD O
murdered1930 NN O
's POS O
and CC O
his PRP$ O
good JJ O
name NN O
smeared VBN O
. . O
A DT O
good JJ O
samaritan NN O
know VBP O
as IN O
kindest JJ O
man NN O
in IN O
Hollywood NNP O
Needs NNP O
star NN O
on IN O
the DT O
walk NN O
of IN O
fame NN O
and CC O
need VB O
some DT O
help NN O
and CC O
connections NNS O
. . O

. . O
@ NN O
RuPaul NNP O
receives VBZ O
a DT O
star NN O
on IN O
the DT O
Hollywood NNP O
Walk NNP O
of IN O
Fame NNP O
pic.twitter.com/TwWrXI9dX5 NN O

Wait NNP O
, , O
was VBD O
n't RB O
RuPaul NNP O
born VB O
with IN O
a DT O
Walk NN O
of IN O
Fame NNP O
star NN O
? . O
! . O
# # O
RuPaul NNP O
becomes VBZ O
first RB O
drag JJ O
queen NN O
to TO O
get VB O
Hollywood NNP O
Walk NNP O
of IN O
Fame NNP O
star NN O
https NN O
: : O
// JJ O
buff.ly/2GHWwNx NN O
pic.twitter.com/UvCV9L7RPI NN O

A DT O
MUST NNP O
SEE NNP O
! . O
! . O
! . O
barnyardtheatres NNS O
has VBZ O
another DT O
fantastic JJ O
show NN O
. . O
Hollywood NNP O
Walk NNP O
Of IN O
Fame NNP O
is VBZ O
showing VBG O
now… JJ O
https NN O
: : O
//www NN O
. . O
instagram.com/p/Bgg_ik7lU1-/ NN O

You PRP O
mean VBP O
the DT O
Hollywood NNP O
walk NN O
of IN O
fame NN O
? . O

Me NNP O
gustó NN O
un JJ O
video NN O
de IN O
@ NNP O
YouTube NNP O
http NN O
: : O
// NN O
youtu.be/w0VbQrmQTwg NN O
? . O
a DT O
RuPaul NNP O
's POS O
Hollywood NNP O
Walk NNP O
of IN O
Fame NNP O
Ceremony NNP O
with IN O
Jane NNP O
Fonda NNP O
- : O
March NNP O
16 CD O
, , O
2018 CD O

RuPaul NNP O
is VBZ O
the DT O
newest JJ O
member NN O
of IN O
the DT O
Hollywood NNP O
Walk NNP O
of IN O
Fame NNP O
, , O
and CC O
the DT O
first JJ O
drag NN O
queen NN O
ever RB O
to TO O
be VB O
inducted VBN O
: : O
http NN O
: : O
// NN O
vogue.cm/VjVD1p0 NN O

Mary NNP O
J. NNP O
Blige NNP O
is VBZ O
getting VBG O
a DT O
Hollywood NNP O
Walk NNP O
of IN O
Fame NNP O
star NN O
http NN O
: : O
// JJ O
rviv.ly/2GZSW NN O
http NN O
: : O
// JJ O
goo.gl/M3U78Z NN O
# # O
spotify JJ O
# # O
music NN O
# # O
mp3 NN O

RuPaul NNP O
is VBZ O
the DT O
newest JJ O
member NN O
of IN O
the DT O
Hollywood NNP O
Walk NNP O
of IN O
Fame NNP O
, , O
and CC O
the DT O
first JJ O
drag NN O
queen NN O
ever RB O
to TO O
be VB O
inducted VBN O
: : O
http NN O
: : O
// NN O
vogue.cm/VjVD1p0 NN O

@ RB O
Hollywood NNP O
Walk NNP O
of IN O
Fame NNP O
on IN O
The DT O
Pit NNP O
Stop NNP O
where WRB O
we PRP O
can MD O
all… VB O
. . O

Pretty NNP O
rich JJ O
coming VBG O
from IN O
the DT O
supporter NN O
of IN O
a DT O
reality NN O
show NN O
star NN O
president NN O
who WP O
has VBZ O
appeared VBN O
in IN O
dozens NNS O
of IN O
Hollywood NNP O
movies NNS O
, , O
TV NN O
and CC O
has VBZ O
a DT O
star NN O
on IN O
the DT O
Walk NNP O
of IN O
Fame NNP O
. . O
How WRB O
clueless JJ O
can MD O
Trumpers VB O
get VB O
? . O

This DT O
is VBZ O
absolutely RB O
the DT O
most RBS O
important JJ O
moment NN O
in IN O
my PRP$ O
professional JJ O
career NN O
'' '' O
RuPaul NNP O
says VBZ O
in IN O
Friday NNP O
night NN O
speech NN O
where WRB O
he PRP O
become VB O
the DT O
first JJ O
drag NN O
queen NN O
to TO O
have VB O
a DT O
star NN O
on IN O
the DT O
Hollywood NNP O
Walk NNP O
of IN O
Fame NNP O
. . O
https NN O
: : O
//www NN O
. . O
vogue.com/article/rupaul NN O
-hollywood-walk-of-fame NN O
? . O
mbid=social_onsite_twitter NN O
… NN O
via IN O
@ JJ O
voguemagazine NN O
'' '' O

@ NN O
RuPaul NNP O
è NNP O
la NNP O
prima FW O
# # O
dragqueen JJ O
ad NN O
avere RB O
una JJ O
stella NN O
sulla NN O
mitica NN O
Walk NNP O
of IN O
Fame NNP O
di FW O
Hollywood NNP O
. . O
Leggi NNP O
qui NN O
: : O
http NN O
: : O
// NN O
ebx.sh/2FUXogL NN O

Mark NNP O
Hamill NNP O
Joins NNP O
Galaxy NNP O
of IN O
Stars NNP O
on IN O
Hollywood NNP O
Walk NNP O
of IN O
Fame NNP O
http NN O
: : O
// JJ O
variety.com/2018/film/feat NN O
ures/mark-hamill-hollywood-walk-of-fame-1202718387/ JJ O
# # O
utm_medium=social JJ O
& CC O
utm_source=twitter JJ O
& CC O
utm_campaign=social_bar JJ O
& CC O
utm_content=bottom JJ O
& CC O
utm_id=1202718387 JJ O
… NN O
via IN O
@ NNP O
variety NN O

Congrats NNS O
to TO O
RuPaul VB O
on IN O
receiving VBG O
his PRP$ O
star NN O
on IN O
the DT O
Hollywood NNP O
Walk NNP O
of IN O
Fame NNP O
pic.twitter.com/eQB3f3hFlJ NN O

Better JJR O
than IN O
a DT O
star NN O
on IN O
the DT O
Hollywood NNP O
walk NN O
of IN O
fame NN O
? . O
What WP O
do VBP O
you PRP O
reckon VB O
@ VB O
scrittipolitti NNS O
? . O
https NN O
: : O
// JJ O
twitter.com/PeopleofLeeds/ NN O
status/975493894103359488 NN O
… NN O

Me NNP O
walking VBG O
down RP O
Hollywood NNP O
walk NN O
of IN O
fame NN O
this DT O
weekend NN O
. . O
pic.twitter.com/6wuOW45Cy1 NN O

J'aime NNP O
une JJ O
vidéo NN O
@ NNP O
YouTube NNP O
: : O
RuPaul NNP O
's POS O
Hollywood NNP O
Walk NNP O
of IN O
Fame NNP O
Ceremony NNP O
with IN O
Jane NNP O
Fonda NNP O
- : O
March NNP O
16 CD O
, , O
2018 CD O
'' '' O
à NN O
l'adresse NN O
'' '' O

Joanne NNP O
Woodward NNP O
was VBD O
the DT O
first JJ O
woman NN O
to TO O
earn VB O
a DT O
Hollywood NNP O
Walk NNP O
of IN O
Fame NNP O
star NN O
in IN O
1960 CD O

@ JJ O
JaneFonda NNP O
paid VBD O
tribute NN O
to TO O
her PRP$ O
friend NN O
and CC O
soon-to-be JJ O
@ NNP O
GraceandFrankie NNP O
co-star NN O
@ NN O
RuPaul NNP O
as IN O
he PRP O
got VBD O
his PRP$ O
Star NN O
on IN O
the DT O
Hollywood NNP O
Walk NNP O
of IN O
Fame NNP O
. . O
Download NNP O
the DT O
@ NNP O
OfficialWalkApp NNP O
for IN O
photos NN O
& CC O
more JJR O
at IN O
http NN O
: : O
// JJ O
ow.ly/QP1FZ NN O
@ NNP O
RuPaulsDragRace NNP O
# # O
DragRace NNP O
# # O
sashayaway RB O
# # O
logotv JJ O
pic.twitter.com/v34fQaGBIB NN O

Congratulations NNS O
to TO O
@ VB O
RuPaul NNP O
who WP O
got VBD O
his PRP$ O
Star NN O
on IN O
the DT O
Hollywood NNP O
Walk NNP O
of IN O
Fame NNP O
! . O
Get VB O
the DT O
@ NNP O
OfficialWalkApp NNP O
for IN O
photos NN O
, , O
trivia NN O
& CC O
more JJR O
http NN O
: : O
// JJ O
ow.ly/QP1FZ NN O
@ NNP O
RuPaulsDragRace NNP O
# # O
DragRace NNP O
# # O
sashayaway RB O
# # O
logotv JJ O
pic.twitter.com/VpUrPOmQ2q NN O

@ JJ O
JaneFonda NNP O
paid VBD O
tribute NN O
to TO O
her PRP$ O
friend NN O
and CC O
soon-to-be JJ O
@ NNP O
GraceandFrankie NNP O
co-star NN O
@ NN O
RuPaul NNP O
as IN O
he PRP O
got VBD O
his PRP$ O
Star NN O
on IN O
the DT O
Hollywood NNP O
Walk NNP O
of IN O
Fame NNP O
. . O
Download NNP O
the DT O
@ NNP O
OfficialWalkApp NNP O
for IN O
photos NN O
& CC O
more JJR O
at IN O
http NN O
: : O
// JJ O
ow.ly/QP1FZ NN O
@ NNP O
RuPaulsDragRace NNP O
# # O
DragRace NNP O
# # O
sashayaway RB O
# # O
logotv JJ O
pic.twitter.com/F7RFY24eVF NN O

Congratulations NNS O
to TO O
@ VB O
RuPaul NNP O
who WP O
got VBD O
his PRP$ O
Star NN O
on IN O
the DT O
Hollywood NNP O
Walk NNP O
of IN O
Fame NNP O
! . O
Get VB O
the DT O
@ NNP O
OfficialWalkApp NNP O
for IN O
photos NN O
, , O
trivia NN O
& CC O
more JJR O
http NN O
: : O
// JJ O
ow.ly/QP1FZ NN O
@ NNP O
RuPaulsDragRace NNP O
# # O
DragRace NNP O
# # O
sashayaway RB O
# # O
logotv JJ O
pic.twitter.com/zERlV6dAVr NN O

# # O
TopicalTune NNP O
... : O
RuPaul NNP O
is VBZ O
the DT O
first JJ O
drag NN O
queen NN O
to TO O
get VB O
a DT O
star NN O
on IN O
the DT O
Hollywood NNP O
Walk NNP O
of IN O
Fame NNP O
! . O
Song NN O
to TO O
play VB O
at IN O
17:30 CD O
? . O

feel NN O
like IN O
rupauls NNS O
mum JJ O
IM NNP O
SO NNP O
PROUD NNP O
HE NNP O
’ NNP O
S NNP O
ON NNP O
THE NNP O
HOLLYWOOD NNP O
WALK NNP O
OF NNP O
FAME NNP O
, , O
with IN O
his PRP$ O
little JJ O
pink JJ O
sparkly JJ O
star NN O

I PRP O
'm VBP O
at IN O
Hollywood NNP O
Walk NNP O
of IN O
Fame NNP O
in IN O
Hollywood NNP O
, , O
CA NNP O
https NN O
: : O
//www NN O
. . O
swarmapp.com/c/8AvbDHsoQzn NN O

@ JJ O
johncusack NN O
you PRP O
know VBP O
where WRB O
John NNP O
, , O
Hollywood NNP O
Walk NNP O
of IN O
Fame NNP O
, , O
all PDT O
the DT O
best JJS O
restaurants NNS O
, , O
movie NN O
sets NNS O
that WDT O
will MD O
make VB O
your PRP$ O
movies NNS O
classics NNS O
for IN O
us PRP O
all DT O
... : O
.again NN O
. . O
So IN O
there EX O
is VBZ O
where WRB O
John NNP O
# # O
dontlistentothehaters NNS O
# # O
weallhavefreedomofspeech NN O
. . O
# # O
wedontallhavetoagree JJ O

You PRP O
better JJR O
work NN O
: : O
for IN O
today NN O
's POS O
# # O
nationalanthem IN O
we PRP O
are VBP O
looking VBG O
for IN O
a DT O
song NN O
for IN O
@ NN O
rupaul NN O
, , O
who WP O
at IN O
the DT O
weekend NN O
became VBD O
the DT O
first JJ O
drag NN O
queen NN O
to TO O
get VB O
a DT O
star NN O
on IN O
the DT O
Hollywood NNP O
Walk NNP O
of IN O
Fame NNP O
- : O
suggestions NNS O
please VBP O
! . O
pic.twitter.com/mbncrxyn0D NN O

RuPaul NNP O
's POS O
Walk NNP O
of IN O
Fame NNP O
star NN O
unveiled VBD O
at IN O
ceremony NN O
in IN O
Hollywood NNP O
http NN O
: : O
// NN O
abc13.co/2GICGSs NN O

RuPaul NNP O
becomes VBZ O
first RB O
drag JJ O
queen NN O
to TO O
get VB O
Hollywood NNP O
Walk NNP O
of IN O
Fame NNP O
star NN O
http NN O
: : O
// NN O
tinyurl.com/y9pfylnp NN O

i NN O
want VBP O
to TO O
go VB O
to TO O
hollywood VB O
just RB O
to TO O
press VB O
my PRP$ O
face NN O
against IN O
rupaul NN O
's POS O
star NN O
on IN O
the DT O
walk NN O
of IN O
fame NN O

Imagine NN O
being VBG O
at IN O
a DT O
point NN O
in IN O
your PRP$ O
career NN O
where WRB O
the DT O
peraon NN O
presenting VBG O
your PRP$ O
hollywood NN O
star NN O
on IN O
the DT O
walk NN O
of IN O
fame NN O
is VBZ O
Jane NNP O
Fonda NNP O
like IN O
RuPaul NNP O
Did NNP O
That IN O

ELVIS NNP O
PRESLEY NNP O
, , O
Walk NNP O
Of IN O
Fame NNP O
, , O
Hollywood NNP O
, , O
Los NNP O
Angeles NNP O
# # O
elvis RB O
# # O
elvispresley JJ O
# # O
elvispresleyfan NN O
… JJ O
https NN O
: : O
//www NN O
. . O
instagram.com/p/BggrUnTjrOA/ NN O

RuPaul NNP O
becomes VBZ O
first RB O
drag JJ O
queen NN O
to TO O
get VB O
Hollywood NNP O
Walk NNP O
of IN O
Fame NNP O
star NN O
via IN O
http NN O
: : O
// JJ O
OurDailyQueer.com NNP O
http NN O
: : O
// NN O
ift.tt/2DFpN8s NN O

Jane NNP O
Fonda NNP O
Presented VBD O
RuPaul NNP O
with IN O
his PRP$ O
Star NN O
on IN O
the DT O
Hollywood NNP O
Walk NNP O
of IN O
Fame NNP O
http NN O
: : O
//www NN O
. . O
wibbitz.com/watch/ VB O
? . O
id=b0ae JJ O
781b429664cf9a510058af0938060 CD O
… NN O

ELVIS NNP O
PRESLEY NNP O
, , O
Walk NNP O
Of IN O
Fame NNP O
, , O
Hollywood NNP O
, , O
Los NNP O
Angeles NNP O
# # O
elvis RB O
# # O
elvispresley JJ O
# # O
elvispresleyfan NN O
… JJ O
https NN O
: : O
//www NN O
. . O
instagram.com/p/BggqvkkjbRE/ NN O

Good JJ O
Morning NNP O
@ NN O
Hollywood NNP O
Walk NNP O
of IN O
Fame NNP O
https NN O
: : O
//www NN O
. . O
instagram.com/p/BggpBPYB50-/ NN O

RuPaul NNP O
has VBZ O
become VBN O
the DT O
world NN O
’ NNP O
s NN O
first RB O
drag JJ O
artist NN O
to TO O
be VB O
recognised VBN O
with IN O
a DT O
star NN O
on IN O
the DT O
Hollywood NNP O
Walk NNP O
of IN O
Fame NNP O
. . O
https NN O
: : O
// NN O
fb.me/Fq1l6fc1 NN O

RuPaul NNP O
's POS O
Walk NNP O
of IN O
Fame NNP O
star NN O
unveiled VBD O
at IN O
ceremony NN O
in IN O
Hollywood NNP O
http NN O
: : O
// NN O
abc13.co/2GICGSs NN O

Cheek NN O
to TO O
cheek VB O
moment NN O
on IN O
the DT O
Hollywood NNP O
Walk NNP O
of IN O
Fame NNP O
pic.twitter.com/34piogw3Oj NN O

First RB O
stop NN O
before IN O
breakfast NN O
. . O
# # O
SaberBand NNP O
@ NNP O
Hollywood NNP O
